CALL GRAPH:
controllers\admin/admin_controller.rb	AdminController.index	 controllers\admin/admin_controller.rb	 tab_aktiv_setzen	('uebersicht')
controllers\tu_phone/admin_nebenstellen_controller.rb	AdminNebenstellenController.editieren	 Tuphone::Nebenstelle	find	(params[:id])
controllers\tu_phone/admin_nebenstellen_controller.rb	AdminNebenstellenController.editieren	 VARIABLE/EXTRANEOUS METHOD	render	(:action=>:editieren)
controllers\tu_phone/admin_rufnummern_controller.rb	AdminRufnummernController.index	 controllers\tu_phone/verwaltung_controller.rb	 liste_generieren	(100)
controllers\tu_phone/admin_rufnummern_controller.rb	AdminRufnummernController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_rufnummer_editieren_h1)
controllers\tu_phone/admin_rufnummern_controller.rb	AdminRufnummernController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/admin_rufnummern_controller.rb	AdminRufnummernController.editieren	 Tuphone::Rufnummer	find	(params[:id])
controllers\tu_phone/admin_schreibsperre_controller.rb	AdminSchreibsperreController.index	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_admin_schreibsperre_index_h1)
controllers\tu_phone/admin_schreibsperre_controller.rb	AdminSchreibsperreController.index	 models\tools/konfiguration.rb	 find_by_name	('tuphone_schreibsperre')
controllers\tu_phone/admin_schreibsperre_controller.rb	AdminSchreibsperreController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/admin_schreibsperre_controller.rb	AdminSchreibsperreController.index	 VARIABLE/EXTRANEOUS METHOD	nil?	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 helpers/application_helper.rb	 set_seitentitel	('Statistiken Ãœbersicht')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 controllers\tools/handles_a_filter.rb	 filter_verarbeiten	('filter_admin_statistik')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 controllers\tools/handles_a_filter.rb	 filter_verarbeiten	('filter_admin_model')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	domonat	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 conditions	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 Tuphone::StatistikMonat	find	(:all,:conditions=>condition,:order=>params[:order],:select=>'phone_stat_monat.id,jahr,monat,phone_stat_monat.updated_at,entgelt_konto_id,filename',:joins=>'INNER JOIN phone_entgelt_konto ON phone_entgelt_konto.id=entgelt_konto_id INNER JOIN orgeinheit ON phone_entgelt_konto.orgeinheit_id=orgeinheit.id')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 settings	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 settings	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	each_pair	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 settings	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	fields	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	fields	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 conditions	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 Tuphone::StatistikQuartal	find	(:all,:conditions=>condition,:order=>params[:order],:select=>'phone_stat_quartal.id,jahr,quartal,quartal as monat,phone_stat_quartal.updated_at,entgelt_konto_id,filename',:joins=>'INNER JOIN phone_entgelt_konto ON phone_entgelt_konto.id=entgelt_konto_id INNER JOIN orgeinheit ON phone_entgelt_konto.orgeinheit_id=orgeinheit.id')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 settings	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	each_pair	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 settings	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	fields	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tuwis/db.rb	 delete	('phone_stat_quartal.jahr')
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\tools/filter.rb	 conditions	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	sort_by	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	respond_to?	(:monat)
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	sortmonat	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	reverse!	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 VARIABLE/EXTRANEOUS METHOD	paginate	(:page=>params[:page],:per_page=>per_page,:order=>params[:order])
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/admin_statistik_controller.rb	AdminStatistikController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/antraege_controller.rb	AntraegeController.index	 Tuphone::Antrag	find_all_by_orgeinheit_id	(@org_id,:order=>'id desc',:limit=>@limit)
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.index	 controllers\tu_phone/daten_browser_controller.rb	 alle_models	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.index	 VARIABLE/EXTRANEOUS METHOD	paginate	(:page=>params[:page],:per_page=>50)
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 controllers/application_controller.rb	 melde	(:fehler,"Es wurde kein Model Ã¼bergeben")
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:action=>:index)
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	constantize	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 models\tools/db_table.rb	 columns	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 controllers\tools/handles_a_filter.rb	 filter_verarbeiten	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	constantize	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	nil?	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 controllers\studium/codex_import_univ_controller.rb	 where	(@filter.conditions)
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 models\java/certificate.rb	 order	(params[:order])
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	page	(params[:page])
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.daten	 VARIABLE/EXTRANEOUS METHOD	per_page	(20)
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 models\tools/lup_filter_operationen.rb	 type	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 models\tools/lup_filter_operationen.rb	 type	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 models\tools/lup_filter_operationen.rb	 type	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 models\tools/lup_filter_operationen.rb	 type	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	limit	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	precision	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	scale	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	precision	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	column	()
controllers\tu_phone/daten_browser_controller.rb	DatenBrowserController.column_info	 VARIABLE/EXTRANEOUS METHOD	scale	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_entgelt_konto_index_h1)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	map	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 controllers\studium/codex_import_univ_controller.rb	 where	('orgeinheit_id=?',@org_id)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	includes	(:orgeinheit)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 models\java/certificate.rb	 order	(params[:order])
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	page	(params[:page])
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	(20)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_entgelt_konto_editieren_h1)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.editieren	 Tuphone::EntgeltKonto	find_by_id_and_orgeinheit_id	(params[:id],@org_id)
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.editieren	 VARIABLE/EXTRANEOUS METHOD	andere_adresse	()
controllers\tu_phone/entgeltkonten_controller.rb	EntgeltkontenController.editieren	 Polymorph::Adresse	new	()
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 models\tools/konfiguration.rb	 find_by_name	(name)
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 models\tuphone/rel_profil_person.rb	 name	()
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 VARIABLE/EXTRANEOUS METHOD	file	()
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 VARIABLE/EXTRANEOUS METHOD	nil?	()
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 VARIABLE/EXTRANEOUS METHOD	file	()
controllers\tu_phone/export_controller.rb	ExportController.csv_datum	 models\tuwis/vw_zeugnis_prst.rb	 datum	()
controllers\tu_phone/inventar_controller.rb	InventarController.index	 controllers\tu_phone/verwaltung_controller.rb	 liste_generieren	(100)
controllers\tu_phone/inventar_controller.rb	InventarController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_endgeraet_editieren_h1)
controllers\tu_phone/inventar_controller.rb	InventarController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/inventar_controller.rb	InventarController.editieren	 Tuphone::Endgeraet	find	(params[:id])
controllers\tu_phone/kom_verwaltung_controller.rb	KomVerwaltungController.index	 Organisation::Orgeinheit	find	(:all,:include=>[:children],:order=>"nummer")
controllers\tu_phone/kom_verwaltung_controller.rb	KomVerwaltungController.fakultaet	 Organisation::Fakultaet	find	(params[:id])
controllers\tu_phone/kom_verwaltung_controller.rb	KomVerwaltungController.fakultaet	 Organisation::Orgeinheit	find	(:all,:select=>'id,name_de,name_en,nummer,code',:order=>'nummer',:conditions=>['fakultaet_id=?',params[:id]])
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_lup_arbeitsplatz_modell_index_h1)
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 VARIABLE/EXTRANEOUS METHOD	map	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 models\java/certificate.rb	 order	(params[:order])
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 VARIABLE/EXTRANEOUS METHOD	page	(params[:page])
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	(10)
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_lup_arbeitsplatz_modell_editieren_h1)
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/lup_arbeitsplatz_modell_controller.rb	LupArbeitsplatzModellController.editieren	 Tuphone::LupArbeitsplatzModell	find	(params[:id])
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 helpers/application_helper.rb	 set_seitentitel	(:tupone_lup_geraet_modell_index_h1)
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 models\java/certificate.rb	 order	(params[:order])
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 VARIABLE/EXTRANEOUS METHOD	page	(params[:page])
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	(10)
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tupone_lup_geraet_modell_editieren_h1)
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/lup_geraet_modell_controller.rb	LupGeraetModellController.editieren	 Tuphone::LupEndgeraetModell	find	(params[:id])
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_lup_routepartition_index_h1)
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	map	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	element	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 models\studium/matrikelnummern_generator.rb	 to_i	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 models\java/certificate.rb	 order	(params[:order])
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	page	(params[:page])
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	(per_page)
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 VARIABLE/EXTRANEOUS METHOD	per_page	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 controllers/application_controller.rb	 melde	(:info,:flash_keine_daten_vorhanden)
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.index	 models\studium/kennzahl.rb	 size	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.editieren	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_lup_routepartition_editieren_h1)
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.editieren	 controllers\zutritt/lup_tuer_art_controller.rb	 lookups_laden	()
controllers\tu_phone/lup_routepartition_controller.rb	LupRoutepartitionController.editieren	 Tuphone::LupRoutepartition	find	(params[:id])
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	hat_rolle?	('TUphone Admin')
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	render	(:action=>:index)
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:controller=>'tu_phone/verwaltung',:action=>:index)
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	orgeinheiten_fuer_die_rolle	('Mitarbeiter')
controllers\tu_phone/main_controller.rb	MainController.index	 models\tools\input_params/errors.rb	 empty?	()
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:controller=>'tu_phone/profil',:action=>:index)
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	orgeinheiten_fuer_die_rolle	('Weiterer Mitarbeiter')
controllers\tu_phone/main_controller.rb	MainController.index	 models\tools\input_params/errors.rb	 empty?	()
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:controller=>'tu_phone/profil',:action=>:index)
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	orgeinheiten_fuer_die_rolle	('LVA Tutor')
controllers\tu_phone/main_controller.rb	MainController.index	 models\tools\input_params/errors.rb	 empty?	()
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:controller=>'tu_phone/profil',:action=>:index)
controllers\tu_phone/main_controller.rb	MainController.index	 controllers/application_controller.rb	 melde	(:fehler,'Sie haben keine Berechtigungen im TUphone System.')
controllers\tu_phone/main_controller.rb	MainController.index	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:controller=>'/main',:action=>:index)
controllers\tu_phone/migration_controller.rb	MigrationController.index	 Tuphone::Nebenstelle	find_all_by_orgeinheit_id	(@org_id,:include=>[:rufnummer,:gewuenschter_apparatetyp,:profil],:order=>params[:order],:conditions=>['phone_profil.lup_arbeitsplatz_modell_id!=?',APM_KURZWAHL])
controllers\tu_phone/migration_controller.rb	MigrationController.index	 models\tuphone/nebenstelle.rb	 abgehender_displayname	()
controllers\tu_phone/migration_controller.rb	MigrationController.index	 VARIABLE/EXTRANEOUS METHOD	phone_rufnummer	()
controllers\tu_phone/migration_controller.rb	MigrationController.index	 models\tuwis/inst.rb	 nummer	()
controllers\tu_phone/migration_controller.rb	MigrationController.index	 VARIABLE/EXTRANEOUS METHOD	ix	()
controllers\tu_phone/migration_controller.rb	MigrationController.index	 models\java/certificate.rb	 order	()
controllers\tu_phone/migration_controller.rb	MigrationController.index	 VARIABLE/EXTRANEOUS METHOD	blank?	()
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 Tuphone::Nebenstelle	find_by_id	(params[:id],:include=>[:rufnummer])
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 VARIABLE/EXTRANEOUS METHOD	lup_patchkabel_laenge_id	()
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 controllers\tu_phone/migration_controller.rb	 modelle_laden	()
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 controllers\tu_phone/migration_controller.rb	 raeume_laden	()
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 controllers/application_controller.rb	 melde	(:fehler,:tuphone_migration_nebenstelle_nicht_gefunden)
controllers\tu_phone/migration_controller.rb	MigrationController.editieren	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:action=>:index)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	render	(:action=>:kein_tuphone_profil)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 Organisation::RelPersonOrgeinheit	find	(:all,:conditions=>['rel_person_orgeinheit.person_id=?',angemeldeter_benutzer.id])
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	rpos	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	collect	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	tuphone_weitere_profile	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	collect	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 controllers/main_controller.rb	 profil	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 Tuphone::Profil	find_by_inhaber_type_and_inhaber_id	('Personen::Person',angemeldeter_benutzer.id)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 models\tuwis/db.rb	 delete	(@profil)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	standardprofil	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	nebenstellen	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	rufumleitungen	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	aktive_rufumleitung	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	aktive_rufumleitung	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 Tuphone::RufUmleitung	new	(nebenstelle:@nebenstelle)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	try	(:orgeinheit)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	angemeldeter_benutzer	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	rel_person_orgeinheit	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 VARIABLE/EXTRANEOUS METHOD	try	(:first)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 controllers\rest/uptudate_controller.rb	 orgeinheit	()
controllers\tu_phone/profil_controller.rb	ProfilController.index	 Organisation::Orgeinheit	find	(1534)
controllers\tu_phone/profil_controller.rb	ProfilController.index	 helpers/application_helper.rb	 set_seitentitel	(:tuphone_mein_telefon_profil)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.index	 helpers\tools/tab_helper.rb	 aktiviere	(0)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.index	 helpers\studium/codex_import_helper.rb	 uebersicht	()
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.index	 VARIABLE/EXTRANEOUS METHOD	render	(:action=>:uebersicht)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.index	 VARIABLE/EXTRANEOUS METHOD	render	(:action=>:index)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.uebersicht	 controllers\tu_phone/verwaltung_controller.rb	 liste_generieren	()
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 helpers\tools/tab_helper.rb	 aktiviere	(8)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 Tuphone::LupArbeitsplatzModell	find	(:all,:conditions=>["name_de!=?",'MD110'],:order=>'kurztext')
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 Tuphone::LupEndgeraetModell	find	(:all,:order=>'name')
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 Tuphone::Endgeraet	count	(:all,:conditions=>["phone_endgeraet.orgeinheit_id=?",@org_id],:group=>'lup_endgeraet_modell_id')
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 VARIABLE/EXTRANEOUS METHOD	redirect_to	(:action=>:index)
controllers\tu_phone/verwaltung_controller.rb	VerwaltungController.kosten	 VARIABLE/EXTRANEOUS METHOD	private	()
controllers\tu_phone/verwaltung_controller.rb	PickupGruppe.kosten	 VARIABLE/EXTRANEOUS METHOD	attr_accessor	(:name)
controllers/ueber_tiss_controller.rb	UeberTissController.index	 controllers\tools/release_notes_controller.rb	 aktiviere_menuepunkt	('UEBER_TISS')
controllers/ueber_tiss_controller.rb	UeberTissController.index	 helpers/application_helper.rb	 set_seitentitel	('Ãœber TISS')
controllers/ueber_tiss_controller.rb	UeberTissController.index	 VARIABLE/EXTRANEOUS METHOD	render	()
controllers/ueber_tiss_controller.rb	UeberTissController.impressum	 helpers/application_helper.rb	 set_seitentitel	('Impressum')
